transcriptID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g16421.t1	5.22445858874031	2.98212770757601	0.885349855929154	3.36830427836501	0.000756320751748896	0.00395533128184919	sp|E9PY46|IF140_MOUSE	41.126	231	126	5	1	678	1	226	5.26e-55	193	12	16	9	4	0	11	5	2	3	0	0	1
g3323.t1	105.156973716089	1.9483744934907	0.388224797719736	5.0186760478326	5.20288008321523e-07	7.70592980554873e-06	sp|Q9BYN7|ZN341_HUMAN	62.3	313	107	3	586	1491	316	628	5.29e-126	390	100	146	156	119	109	192	96	52	38	90	18	35
g14731.t1	1177.64877053939	1.05661056886202	0.314387067853653	3.36085888034641	0.000777005141294268	0.00405052200919642	sp|Q9Y2H0|DLGP4_HUMAN	41.964	112	62	2	2350	2682	802	911	6.53e-21	103	1005	913	912	1215	1860	1395	1077	683	778	1057	826	836
g23479.t2	71.2489677871298	1.98264064787778	0.609705479342839	3.25180060709761	0.00114676439069219	0.00560080987023025	sp|P46379|BAG6_HUMAN	43.575	179	95	3	4	537	17	190	4.39e-27	113	148	30	51	69	117	107	83	46	39	29	4	27
g11955.t1	209.585632634546	4.02501007049297	1.33105656874651	3.0239211202597	0.00249521487174642	0.0106071009962646	sp|P39675|DERP3_DERPT	39.516	248	133	6	64	792	25	260	1.45e-47	162	12	96	748	0	2	1178	1	15	87	13	29	17
g14066.t2	111.504664481683	-1.35227915370969	0.469534031753594	-2.88004502817241	0.00397618378588706	0.0155334554125436	sp|Q9D777|TNF13_MOUSE	33.981	103	63	2	811	1104	139	241	1.87e-10	64.3	25	81	94	22	53	33	229	168	143	401	129	137
g2743.t1	31.3409292577902	-2.78811781895448	0.360735701198027	-7.72897667099472	1.0841453775867e-14	8.52512710568179e-13	sp|Q54P70|Y4757_DICDI	32.847	137	80	6	1624	2016	635	765	2.51e-08	61.6	9	6	9	11	1	6	95	78	57	81	49	53
g21241.t1	4.07585235419678	2.26420154699813	0.938098846846321	2.41360657739839	0.0157955075820282	0.0480764866246094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	25	5	3	1	1	2	1	1	2	0	3
g20012.t1	132.203980281008	1.53085503519197	0.599903630449784	2.5518349239597	0.0107157276224072	0.0350624911174355	sp|O43272|PROD_HUMAN	52.131	610	262	4	70	1887	17	600	0	585	211	685	140	30	50	80	117	50	37	114	31	95
g10597.t1	23.2133224313363	3.29086731552035	1.17761340007277	2.7945226466657	0.00519764001377567	0.0194886617138506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	99	60	0	1	54	0	12	12	0	5	2
g7951.t1	55.4739469337193	2.32479782675045	0.781345083513809	2.97537909408163	0.00292626677180284	0.0120750902828029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	247	181	136	2	10	26	17	9	9	11	7	37
g18243.t1	45.970862883937	3.26668244660678	0.455869269827323	7.16583166012518	7.73157331725736e-13	4.28850440656938e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	37	38	73	88	103	8	6	5	3	14	19
g16662.t1	24.2532520324132	-1.24430888493259	0.369351594303416	-3.36890080921219	0.00075468582466623	0.00395100225854673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	20	15	7	7	8	43	35	24	46	60	44
g7919.t1	64.3415759570357	1.14931525638752	0.380971962062463	3.01679748337774	0.00255460418732624	0.010828999780872	sp|P18576|NFYA_RAT	60.526	152	32	4	478	852	162	312	6.85e-40	147	56	129	62	67	50	85	78	43	42	72	15	53
g3202.t1	20.4645493164686	5.43092054139457	1.01980338671562	5.32545842869318	1.00698745559278e-07	1.80888205325748e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	121	40	2	3	45	2	4	1	0	0	1
g3139.t1	206.560041853311	2.7386029349303	0.303958207389053	9.00980091458763	2.06430890737861e-19	3.31304659069452e-17	sp|Q96CW6|S7A6O_HUMAN	27.551	294	157	8	10	855	8	257	1.28e-15	79.7	428	587	261	229	100	350	119	60	44	56	61	68
g15576.t1	8.31799317654348	4.06256323254354	1.35857661217405	2.99030853036875	0.00278695790701191	0.0116276658468556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	26	14	0	2	32	0	2	0	0	0	5
g11995.t1	161.774339599756	-3.88662187211639	0.663410682172699	-5.85854580964469	4.66937818230468e-09	1.16660474940176e-07	sp|Q96MB7|HARB1_HUMAN	35.547	256	162	2	1	762	52	306	3.74e-48	167	16	0	36	24	8	21	1128	273	175	188	291	404
g5498.t1	63.0226692062038	-2.47539598461296	0.550634129177404	-4.49553678830437	6.93946585092582e-06	7.21586518115388e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	12	9	7	37	13	228	125	58	99	178	103
g12505.t1	142.87463550049	1.91772332623469	0.360117339029511	5.32527351058076	1.00801246397935e-07	1.80906361546431e-06	sp|D3ZZX1|I5P1_RAT	47.805	410	199	5	22	1233	11	411	1.07e-137	403	183	182	160	102	222	206	82	61	35	67	131	62
g13665.t1	4766.06732614119	3.88577291818043	0.477085448587612	8.14481541972005	3.79860914300794e-16	3.83385397010802e-14	sp|Q8AWD1|M1I1L_DANRE	30.435	161	90	5	46	498	11	159	5.27e-11	61.6	6202	6127	3615	2543	10894	9990	715	816	618	410	800	615
g21142.t1	35.9968058156285	1.0535195140844	0.406616246179298	2.59094299350707	0.00957133450460602	0.0320298632029031	sp|Q5RB79|RPP14_PONAB	46.154	117	63	0	10	360	8	124	3.24e-33	115	35	22	32	53	58	23	33	24	21	22	26	35
g19942.t1	57.5286169307192	-1.25715921868226	0.298531748032222	-4.2111407814038	2.5408433423823e-05	0.000223594214129642	sp|O89019|INVS_MOUSE	32.895	304	184	10	205	1083	16	310	1.11e-28	127	28	42	37	40	16	14	126	102	88	121	63	104
g12994.t1	65.1518351457738	-1.9699145414806	0.323590779562741	-6.08767204103434	1.14564242524563e-09	3.28428677691207e-08	sp|F1QCN0|GAL3A_DANRE	65.37	257	83	1	13	783	10	260	6.51e-123	353	26	34	49	11	7	22	188	164	85	134	109	99
g19844.t1	60.0243835853369	0.693044758689243	0.243511795891924	2.84604183608761	0.0044266378747034	0.017028206205637	sp|Q08D57|SET1B_XENTR	48.223	197	98	3	22	606	18	212	8.01e-54	201	84	65	62	68	38	63	96	29	42	58	63	60
g12017.t1	7883.34172907441	4.26097715378593	1.15211669034198	3.69839026680634	0.000216971112881854	0.00138335864220993	sp|P20231|TRYB2_HUMAN	31.174	247	146	6	64	762	31	267	1.05e-28	113	769	8321	32422	53	268	37506	38	468	2029	302	1641	722
g1536.t1	11.8719499793963	5.04541521114921	1.11694172788873	4.51716959369597	6.26717098633912e-06	6.63662563074743e-05	sp|Q06805|TIE1_BOVIN	39.768	259	137	9	28	789	101	345	6e-49	184	52	10	3	8	12	33	6	2	0	0	0	0
g13946.t1	1050.46207790433	5.43376377932238	0.742704184559725	7.31618845333895	2.55113328717707e-13	1.54647646324851e-11	sp|P78333|GPC5_HUMAN	35	320	205	3	91	1044	28	346	1.49e-56	202	5086	709	1334	48	964	2806	93	39	80	13	54	74
g3841.t1	1140.56452607324	1.27470711234562	0.372085846742661	3.42584143821849	0.00061289806329903	0.00330411455930479	sp|P59325|IF5_MOUSE	53.901	423	174	5	1	1215	1	420	6.2e-139	407	1411	937	785	2180	1402	1047	828	638	1057	631	847	557
g15636.t1	24.7123388007458	3.351542932711	0.617730221335936	5.42557708357343	5.77675923527459e-08	1.11218235817774e-06	sp|Q9YH85|TECTA_CHICK	40.377	265	146	4	34	825	10	263	2.81e-43	166	70	91	51	4	14	28	8	3	2	4	8	5
g10887.t1	27.3840672668066	1.21413760843033	0.480441123934336	2.52713089688858	0.011499863267215	0.0370692978804629	sp|Q9BYT3|STK33_HUMAN	56.615	325	136	4	37	1002	101	423	4.01e-121	366	43	80	49	14	5	32	24	17	20	9	16	29
g409.t1	31.654788363673	4.90898690441286	1.15541854788402	4.24866548438483	2.150477590739e-05	0.000193949107446659	sp|A5A6J9|IFIT3_PANTR	23.125	320	209	10	55	990	18	308	6.64e-06	53.9	25	50	53	3	55	91	4	20	0	1	0	0
g22219.t1	21.8801493237049	3.46172315489101	0.827772947072783	4.18197184038516	2.88991769459485e-05	0.000248178019562137	sp|G3V9H8|RET_RAT	61.111	252	96	2	2008	2757	703	954	5.94e-90	313	38	92	42	2	2	54	4	5	2	1	6	7
g7730.t1	1943.33930286548	1.56131610983794	0.447955037366225	3.48543041064519	0.000491346007281341	0.00275049974384632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3267	1964	1535	2841	2811	1301	1737	1276	1742	727	1331	457
g2172.t1	145.319581439283	0.790570815932629	0.202951189408937	3.89537414505941	9.80472629774316e-05	0.0006978978003655	sp|Q86VM9|ZCH18_HUMAN	50.735	136	63	2	1576	1974	213	347	4.31e-25	116	186	148	161	151	137	130	169	117	127	139	119	112
g9953.t1	13.3865049431271	-1.18640660896181	0.44919983425802	-2.64115549134494	0.00826237895283893	0.0284769195382127	sp|Q55DF5|JMJCD_DICDI	45.283	106	55	1	10	327	344	446	1.62e-23	97.4	7	14	10	2	3	8	30	22	17	28	28	14
g13342.t1	59.2173240137553	-1.31395048323374	0.475089048863851	-2.76569305559869	0.0056801971991819	0.020941114886082	sp|Q9NY57|ST32B_HUMAN	46.032	252	120	3	61	768	158	409	1.76e-60	201	34	34	53	34	17	9	228	52	90	177	32	87
g1543.t1	4.03026540493126	4.68995447322453	1.13096812441779	4.14684938679316	3.37081639893051e-05	0.000282415854048179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	15	8	1	4	7	0	0	1	0	0	1
g1316.t1	68.0668319628308	-1.35949136035801	0.367425990370141	-3.70004135795749	0.000215564333554247	0.00137663067547037	sp|Q5ZLX5|ZRAB2_CHICK	68.75	112	33	1	4	333	3	114	9.8e-50	171	23	35	69	40	6	33	157	130	123	120	108	91
g724.t1	38.3322550263963	0.995521053910651	0.267986895969647	3.71481243628945	0.000203354473932789	0.00130933265360211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	58	52	32	35	39	45	32	23	38	29	24
g14208.t1	331.969037893708	1.23801502449808	0.393786190620113	3.14387617947832	0.00166725969753565	0.00764876871549858	sp|Q6NZK5|K1328_MOUSE	39.08	174	93	4	64	576	17	180	1.4e-21	103	447	160	253	304	569	394	229	216	215	218	250	210
g22533.t1	53.2255871752149	0.738715361997863	0.269799457842142	2.73801648048559	0.00618109783272891	0.0224299197500596	sp|H3BPM6|MKROS_HUMAN	29.048	210	142	3	4	633	4	206	1.28e-31	118	59	31	50	73	57	50	52	37	38	52	53	52
g15228.t1	11.7308603850407	-2.44542051424232	0.47358555649177	-5.16362984622572	2.42206429472716e-07	3.88403103118409e-06	sp|E1BNS0|FXL15_BOVIN	28.125	256	154	4	34	717	21	274	1.61e-22	96.7	5	5	2	2	2	3	29	27	21	30	20	20
g9726.t1	224.134273042234	-0.871447135108203	0.325961796475726	-2.67346402103014	0.00750723286383866	0.0262954596554492	sp|O95299|NDUAA_HUMAN	45.317	331	174	3	133	1110	26	354	4.15e-99	301	183	127	232	203	34	86	498	336	346	310	401	265
g5708.t1	88.9501280511758	1.08973606541522	0.254277708886136	4.28561382823847	1.82235308880976e-05	0.000168679203118748	sp|Q5RB36|CUL5_PONAB	63.322	289	101	3	1	861	1	286	6.03e-118	359	129	103	86	80	86	116	69	76	62	89	64	53
g4993.t1	98.6666885094518	2.49186174459151	0.468664385615268	5.31694282961177	1.05525205829145e-07	1.8852039508528e-06	sp|Q8AWW5|CRIM1_CHICK	35.547	1069	571	24	46	3105	45	1044	0	579	190	419	122	90	34	104	73	22	34	25	11	52
g1007.t1	56.9177195276826	0.766105724160251	0.286591320735098	2.67316442868965	0.00751394103851385	0.0263075490742392	sp|Q80Z37|TOPRS_MOUSE	37.38	313	138	7	91	906	104	399	3.64e-53	203	80	44	69	56	52	56	86	52	35	56	31	57
g6664.t1	231.5939239625	-0.61586386410563	0.20322189157224	-3.03049961468697	0.00244149498562704	0.0104149176075332	sp|A2VDN6|SF3A1_BOVIN	67.987	303	77	4	49	921	23	317	4.18e-120	384	219	213	194	146	79	116	414	305	248	424	417	276
g8975.t1	675.611089829717	3.30646874923651	0.371183541781849	8.90790775195462	5.20046400807525e-19	7.71402161197829e-17	sp|Q3UKU1|ELL2_MOUSE	31.757	296	138	9	4	708	7	299	1.93e-27	120	1551	742	935	395	932	1448	167	96	119	195	115	231
g2810.t1	376.099200320342	1.10548475973403	0.335911846814363	3.29099664158307	0.000998331051345412	0.00500059401006477	sp|Q6NYI0|HERP2_DANRE	61.176	85	30	1	13	267	6	87	4.96e-18	89	380	289	346	494	472	463	338	299	283	189	353	195
g2841.t1	1083.18344447299	4.10017601955813	0.423038364418168	9.69220847191333	3.25414669648156e-22	7.40885957175686e-20	sp|Q16822|PCKGM_HUMAN	64.067	359	94	2	1	975	283	640	1.2e-162	471	3517	1510	1313	598	1693	1591	166	125	180	114	90	196
g17597.t1	31.6971109775512	-1.53382402786664	0.361309396271736	-4.24518167447015	2.18416382519963e-05	0.000196173980263343	sp|Q0P595|SIR7_BOVIN	61.656	326	125	0	124	1101	35	360	9.72e-146	426	20	28	16	11	4	10	65	53	37	89	61	47
g19307.t1	19.5021175962583	-1.6117063395516	0.555742551336387	-2.90009526115276	0.00373049266720549	0.0147086279548698	sp|Q0V9E9|KMT5A_XENTR	57.143	182	78	0	607	1152	153	334	8.69e-63	207	6	18	12	8	4	4	66	40	31	61	5	25
g19367.t1	44.5702008165168	-1.77175199836969	0.382093994628431	-4.63695327138716	3.535823070604e-06	4.0509898023655e-05	sp|Q5U2Q3|CK054_RAT	53.821	301	134	2	28	915	8	308	6.69e-116	340	14	25	38	13	7	13	79	108	75	56	105	74
g514.t1	37.5181932869374	-1.73972206927808	0.47972745933336	-3.6264800678611	0.0002873109859198	0.00174165606944572	sp|Q99MV1|TDRD1_MOUSE	25.03	835	499	21	100	2388	272	1051	7.56e-49	195	18	17	45	13	3	7	182	35	45	76	59	58
g6492.t1	119.472093828519	-3.27238537427034	0.315454944622159	-10.3735428150917	3.27165481113573e-25	1.20866040003844e-22	sp|Q6FHJ7|SFRP4_HUMAN	39.86	286	127	8	13	747	1	282	1.65e-56	189	13	20	13	31	16	17	200	248	145	414	360	204
g3066.t1	26.0763947183067	-1.03249500988842	0.371493860148163	-2.77930571847574	0.00544752290844757	0.0202472472565306	sp|B5X4H8|RFT2_SALSA	41.328	467	243	11	91	1476	7	447	4.6e-86	276	20	21	21	14	4	13	87	65	25	43	18	36
g18371.t1	26.8069529371785	-1.32175410358835	0.37660880595414	-3.50962081260868	0.000448746144965185	0.00254827422227909	sp|Q9NQH7|XPP3_HUMAN	54.225	142	64	1	232	654	41	182	5.25e-49	171	7	14	12	26	8	11	44	52	39	60	35	47
g18692.t1	61.0148883954513	-1.06376172265743	0.388403257922537	-2.73880741461129	0.00616624822418761	0.0223877384236849	sp|Q8IY92|SLX4_HUMAN	30.088	113	77	1	274	606	677	789	1.7e-09	64.3	14	38	68	32	14	39	156	134	77	73	101	80
g535.t2	101.881869422748	9.61703168755283	1.49263990139331	6.44296838010013	1.17159111397711e-10	4.23242693942286e-09	sp|Q8TAD2|IL17D_HUMAN	36.471	85	54	0	256	510	85	169	5.18e-10	59.3	286	720	176	1	0	69	0	0	0	0	0	0
g13470.t1	48.1089132828493	-0.975228379773997	0.349662277471555	-2.78905802143136	0.00528615937411011	0.019763796170532	sp|Q5BJW3|TX261_RAT	52.5	200	87	2	1	594	1	194	9.16e-55	176	28	38	41	25	22	10	77	67	55	106	102	63
g3689.t1	6848.80341694458	2.46220772351425	0.496099084954673	4.96313699860828	6.93636183717124e-07	9.79898735727365e-06	sp|Q9BLC5|HSP83_BOMMO	83.937	442	71	0	850	2175	275	716	0	740	11431	8438	6389	11293	8237	10599	1707	1736	5896	1061	2742	1459
g13396.t1	711.418773249673	2.58461019812269	0.496823133237711	5.20227426061913	1.96864412348817e-07	3.23644432727946e-06	sp|Q3ZCH0|GRP75_BOVIN	85.113	618	92	0	142	1995	43	660	0	1050	1583	558	667	1239	953	919	234	161	490	105	313	121
g7736.t1	357.220434381542	2.26767181762944	0.433340312713819	5.2330045257687	1.66776654348217e-07	2.79579357203603e-06	sp|Q9Y603|ETV7_HUMAN	54.054	74	34	0	841	1062	243	316	2.93e-20	95.1	675	1766	544	153	91	314	162	175	155	71	138	80
g4297.t1	6021.24878236952	4.12271076121507	1.12714291779791	3.65766461033139	0.000254523795875317	0.0015791233368346	sp|P80146|SEPR_THESR	40.938	320	168	8	205	1128	98	408	4.13e-50	176	444	5556	21867	35	328	31039	57	340	1188	263	1839	804
g11900.t1	117.980133907664	3.05870853968982	0.489223701312599	6.25216752884872	4.04794825986122e-10	1.31223223390865e-08	sp|Q29599|OAS1_PIG	27.946	297	175	8	97	909	25	308	1.01e-24	106	363	269	99	129	137	95	113	14	36	13	27	17
g3068.t2	40.9711605496005	-3.64842924806869	1.17513832918084	-3.10468066394526	0.00190484557490037	0.00850361978033499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	2	15	0	0	95	7	122	12	268	35
g1965.t1	37.392955820549	-1.54117603852557	0.403306983379098	-3.82134726657313	0.00013272460278855	0.000907067267923144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	20	14	23	11	4	93	71	60	104	37	54
g1205.t1	35.1219333820773	-1.691624999429	0.350637552523351	-4.82442621235313	1.40406884171197e-06	1.81774030977157e-05	sp|Q8BFS9|ASND1_MOUSE	57.055	326	113	5	1663	2571	302	623	1.45e-102	334	24	16	18	18	4	10	89	79	60	73	72	29
g5960.t1	82.9818694959851	1.40536190289103	0.258082698708664	5.44539370489716	5.16909243442435e-08	1.00109624002007e-06	sp|Q58EL2|NACHO_DANRE	28.455	123	81	3	37	399	16	133	1.63e-08	55.1	86	113	103	164	47	105	70	44	46	47	64	62
g9810.t1	127.862221744509	-1.38682711448447	0.388267130794219	-3.57183754300203	0.000354485290091332	0.00208120599100099	sp|P48994|TRPL_DROME	28.496	758	461	21	274	2439	76	788	3.09e-73	264	78	47	101	89	32	21	314	206	117	365	151	251
g12226.t1	29.5547015464809	-3.64377532778548	0.598763286430021	-6.08550225166709	1.16126692387515e-09	3.319358594084e-08	sp|Q9MYM7|B3GT1_PONPY	37.109	256	147	6	733	1488	59	304	6.11e-47	169	5	6	4	0	6	1	116	74	51	36	100	34
g17649.t1	21.2520266165222	-1.63297575845123	0.368678984851263	-4.42926183902244	9.45561670611507e-06	9.4171401376263e-05	sp|Q9W6G7|DPOG2_XENLA	33.81	420	256	9	31	1272	56	459	1.59e-75	246	8	14	19	7	3	6	68	43	26	40	33	35
g22618.t1	605.060827319717	0.82395739760641	0.212079683108333	3.88513121827668	0.000102274633386313	0.000723721475136974	sp|Q7TNK0|SERC1_RAT	46.313	434	176	8	88	1257	33	453	2.98e-126	375	782	580	709	573	564	618	635	527	408	612	644	388
g3176.t1	92.9309636223868	-0.991651923096491	0.348933911018327	-2.84194769204993	0.00448388477153487	0.0172146007503241	sp|Q9Z2A7|DGAT1_MOUSE	50.655	458	174	4	127	1431	64	492	1.3e-150	442	58	48	84	48	11	82	228	175	146	120	155	105
g6772.t1	73.6033781674434	-2.28374932827006	0.44347957997893	-5.14961552091883	2.61020968168685e-07	4.15173887631426e-06	sp|Q6DCX5|PCFT_XENLA	25.676	444	311	10	55	1365	25	456	8.69e-33	133	32	12	19	49	12	6	168	171	98	171	177	114
g5493.t1	122.998470308438	2.40480830833271	0.574507813942432	4.18585831205714	2.84090528425374e-05	0.000245584659892663	sp|O62714|CASR_PIG	28.289	912	562	25	178	2718	13	897	4.02e-104	353	121	176	319	29	45	397	81	30	27	50	38	74
g19378.t1	141.040930161412	1.14398063093494	0.274512311455445	4.16731994594208	3.0820177819445e-05	0.000261918004212124	sp|Q8NCL8|TM116_HUMAN	29.333	225	140	7	415	1041	21	242	5.38e-20	91.7	224	146	128	151	108	223	172	95	120	87	107	73
g2059.t1	67.9304874140069	-1.1678355371017	0.26473861384471	-4.41127767552159	1.02762433298386e-05	0.000101518084963794	sp|P09848|LPH_HUMAN	54.149	482	212	5	97	1530	894	1370	7.77e-172	534	26	47	36	51	19	33	131	92	84	124	97	165
g2703.t1	50.5208097871287	2.66271181335321	0.540452382933857	4.92682037758558	8.35785214023118e-07	1.15001226216252e-05	sp|P86221|TBB4B_MESAU	94.656	131	7	0	1	393	1	131	7.33e-91	268	89	37	69	212	19	32	19	12	19	11	19	17
g20268.t1	158.463010899395	1.52158636268451	0.459749655515238	3.30959761346484	0.000934301815234123	0.00472459440658164	sp|A0FKN5|S26A5_CHICK	38.024	739	383	13	73	2148	19	729	1.25e-135	421	416	114	131	58	169	287	127	104	71	71	111	117
g7889.t1	146.31199756613	1.66948732897231	0.677816220910901	2.46303832435394	0.0137765189372282	0.0428914359661199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	307	323	97	51	147	216	258	43	33	17	187	24
g10716.t1	9.5633459947757	4.04379384600938	1.08834013168104	3.71556072251361	0.000202753564563957	0.0013061259106055	sp|Q15746|MYLK_HUMAN	59.669	181	72	1	67	606	1450	1630	6.53e-72	239	29	56	8	0	2	13	2	1	0	3	0	1
g4212.t1	5.57272222270235	2.77995118584229	1.04743365926981	2.65405943492427	0.00795298173351787	0.0275695235209772	sp|P49454|CENPF_HUMAN	42.953	149	65	1	1	447	1	129	2e-23	112	3	12	21	1	7	2	12	2	5	0	0	0
g10945.t1	93.6049653494375	-1.0208172227119	0.19019209974747	-5.36729561357859	7.99259994715658e-08	1.48196124020195e-06	sp|D4A7U2|CARTF_RAT	46.526	331	150	7	607	1530	39	365	3.46e-82	277	58	58	64	49	30	57	192	150	96	169	170	156
g148.t1	190.314680369778	2.37563915149322	0.49248040963632	4.82382467405668	1.40831222678873e-06	1.81891513196065e-05	sp|O70277|TRIM3_RAT	28.682	258	170	5	31	786	12	261	2.19e-23	108	332	182	136	445	288	124	186	83	69	73	35	36
g1037.t1	551.163548888871	2.3606979452879	0.772254950458969	3.05688936520883	0.00223646805665792	0.00969020680446164	sp|O89114|DNJB5_MOUSE	54.598	348	155	2	1	1041	1	346	7.89e-120	352	379	763	589	86	230	2550	145	637	124	113	207	59
g10278.t1	231.558703897474	4.86067709564192	0.704018511670262	6.90418932892847	5.0490923936094e-12	2.34824772130337e-10	sp|P51049|MR1BB_DANRE	25.714	315	183	9	100	1008	33	308	8.44e-09	60.1	155	31	36	696	595	330	14	16	4	8	7	13
g14267.t1	4.24395789747661	3.72952946188731	1.19470707762756	3.12171036041184	0.00179803739899138	0.00811936629895093	sp|P30939|5HT1F_HUMAN	22.154	325	221	9	211	1152	62	365	4.94e-13	73.2	5	33	8	2	0	1	0	1	2	0	0	0
g8028.t1	421.6477879693	-0.876425301453398	0.239623777914935	-3.65750556593146	0.000254681730788929	0.0015791233368346	sp|Q9BXF3|CECR2_HUMAN	54.386	171	71	3	19	528	4	168	8.4e-42	172	302	262	320	355	160	132	874	606	639	663	568	696
g23309.t1	64.1972603174242	2.71890373017175	0.49208695855496	5.52525053327151	3.2901577154976e-08	6.7527555628347e-07	sp|P55199|ELL_HUMAN	34.518	197	103	7	19	597	60	234	6.24e-23	99.4	126	71	90	38	85	133	36	6	14	14	44	14
g23544.t1	42.6412373987698	3.11816506816344	0.959771783126573	3.24886095109573	0.00115868102007563	0.00564071963527619	sp|Q8R4K8|PAPP1_MOUSE	35.924	1055	565	33	1468	4470	620	1617	0	605	96	72	10	8	36	162	42	4	2	24	0	3
g8817.t2	9.99912007678897	6.88252154090368	1.483633083967	4.63896472468848	3.50158807700598e-06	4.02117856585203e-05	sp|P0CG73|UBI1P_CANAX	28.182	110	79	0	7	336	1	110	2.49e-08	58.5	29	0	4	8	8	49	0	0	0	0	0	0
g12494.t1	915.839770044316	0.71617847792346	0.276004288493372	2.59480923949722	0.00946434312991059	0.0317422611326122	sp|P35362|OPSD_SPHSP	29.595	321	201	9	1	936	59	363	3.77e-33	130	1287	811	789	1491	660	720	1080	1015	822	703	611	844
g22674.t1	145.95042125019	-2.67208219666835	0.620264173064708	-4.30797442880776	1.64756427091523e-05	0.000154720903714726	sp|Q9ESG5|HS3S1_RAT	31.894	301	175	2	355	1257	40	310	4.32e-53	182	51	9	42	79	16	4	587	529	192	277	121	249
g19377.t1	1.99828738707882	4.17004929322057	1.52022415682689	2.74304896057207	0.00608716087245572	0.022149919386581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	5	1	2	8	1	0	0	0	0	0
g22189.t1	17153.0236964439	4.97958022782287	0.560454908424857	8.88489002945455	6.39840287317402e-19	9.28005394494425e-17	sp|Q95328|CP17A_HORSE	29.787	423	286	5	283	1524	25	445	7.79e-51	185	37487	7741	13612	5464	37612	46419	1199	1254	939	795	1439	1249
g4374.t2	929.866965656347	5.54382960140616	0.565715228476015	9.79968245921314	1.12940128454562e-22	2.76420964392541e-20	sp|D9IQ16|GXN_ACRMI	35.088	285	161	10	148	978	55	323	3.66e-32	131	4241	1645	1761	130	780	1515	126	27	26	27	50	41
g19813.t1	21.8169767960863	-2.28831158867216	0.578112671564014	-3.95824499484055	7.55024921518881e-05	0.000558707028092959	sp|Q9UH36|SRR1L_HUMAN	47.594	187	96	2	682	1236	142	328	1.1e-50	177	7	15	9	6	4	0	97	26	22	73	43	24
g18856.t1	31.2705353417628	-2.23557938990659	0.422226957110743	-5.29473391562784	1.19189832002518e-07	2.09303758799041e-06	sp|Q3ZBV9|DHR11_BOVIN	51.181	254	123	1	1	762	1	253	6.51e-96	285	6	13	13	13	3	6	51	50	31	89	107	52
g17376.t1	13.8765172975052	-1.52705006767605	0.577769186154443	-2.64301057285505	0.00821724692954153	0.0283400262250126	sp|Q09003|COIL_XENLA	37.013	154	86	4	1336	1794	384	527	7.39e-16	84.3	9	10	7	8	3	1	35	8	26	22	48	14
g10931.t1	612.219340839683	0.867019359452631	0.334977614613922	2.58829044577176	0.00964536142451108	0.0321950522829743	sp|O08684|PLD1_CRIGR	41.515	1043	515	17	799	3741	26	1035	0	750	691	396	566	753	762	593	771	685	303	492	433	450
g9094.t1	10.5974024543757	5.07467885000437	1.28522481380909	3.94847562502647	7.86504224616597e-05	0.000579591747007639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11	6	48	0	21	0	0	3	0	0	1
g14368.t2	96.8273510010765	6.82880505465731	2.44571043906914	2.7921559909833	0.00523581082399106	0.0195942614552265	sp|Q9NR80|ARHG4_HUMAN	53.591	362	154	3	4558	5631	199	550	2.45e-116	389	430	0	0	320	126	73	0	24	0	0	1	0
g19446.t1	1517.94939619009	1.38550272360353	0.376219070701763	3.68270199864973	0.000230774874618811	0.00145807423202204	sp|Q9UH65|SWP70_HUMAN	34.304	309	176	9	31	921	12	305	1.68e-43	169	1740	743	1138	1037	2227	3261	842	779	651	952	1445	944
g14368.t1	115.440958591006	3.81171850212615	1.20633390485102	3.1597541002521	0.00157902344141405	0.00730042006679742	sp|Q9NR80|ARHG4_HUMAN	53.591	362	154	3	4567	5640	199	550	1.51e-116	389	0	142	136	288	266	99	44	0	10	8	0	39
g23908.t1	80.684440042946	-1.18065858994538	0.255675667903514	-4.61779800802528	3.87833487748942e-06	4.39454843178489e-05	sp|Q8BZQ7|ANC2_MOUSE	45.788	819	396	16	28	2403	37	834	0	679	31	61	54	55	19	37	180	131	126	171	120	108
